ext_id,card_title,description,rating,source,deck
197,Lumber,"Lumber Lumber While this is always a somewhat conditional play,
1S for 3W is pretty efficient. In 2-p, stone is fairly plentiful and wood (like
always) is not, making it a good late game play (your opponent won't usually be
able to use it himself). In 4-p, this is a great way to use the excess stone
you got from the RSF spot - stone is an inherently late game resource, so being
able to efficiently trade it for an early-game one can be helpful.",3,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
198,Madonna Statue,"Madonna Statue Madonna Statue The best cards in the deck are ones that give VP
for no cost. Ironically, this means that the Madonna Statue is pretty bad,
despite being a card that gives VP for no cost! Most of the time, you simply
won't have two improvements that aren't worth VP sitting around. Instead,
you'll usually have to chuck a 1VP improvement along with a no VP improvement,
and with no additional benefit this usually isn't a good deal.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
199,Magician,"Magician This guy compares favorably to even the beloved Seasonal Worker. No one is
taking TP at 1 unless they have played the Dancer, and in that case he is very
similar to the seasonal worker (minus the veggie clause). What pushes this guy
over the top is being able to wait for the spot to pile to 2 or even 3. 4 food
and 1 grain for one action? Yes, please. Probably the best TP card.",4,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
200,Maid,"Maid I've said this countless times, but early renovations are usually not worth it,
particularly in games where clay is tight enough to make clay rooms unfeasible.
1 food a round is nice, but you're never going to be able to abuse this card
too much. Once you get to 3 rooms, you might want to go for a renovation in
stage 3. If you play her by the end of round 9, she'll be worth 4 food (5 food
minus the one you took to play him). That's ok, but not worth the effort of
jumping through the necessary hoops.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
201,Manger,"Manger Manger This card has awkwardness written all over it. In
general, I dislike cards that force me to play differently to get their
benefit. I want cards that reward me for playing the way I would have normally,
which is to get a 3-4 room stone house, 3-5 fields plowed and a 6 space set of
3-4 pastures. In this case, however, the 4VP bonus is often too much to pass up. 1 point is not worth 2W, so you're never playing
this with the intention of 6 spaces worth of pastures. Furthermore, there's no
non-idiotic setup that lets you fence 7 pastures. Try it; it just doesn't work.
So if you play the Manger, it's with the intention of going all-in and fencing
8 or 9 spaces. This strategy requires a ton of wood that you're
usually not guaranteed to have by the end of the game, so it can be risky.
Whether you're fencing 8 or 9 spaces, you need a minimum minimum 14 wood - 12 to fence either a 3x3 or 4x2
square, and 2 to play the manger. This card becomes difficult to use if you are
trying to breed animals early, since you can't build a mid-sized pasture
without running out of fences. So you will usually be playing this card when
you are either baking or have some other alternate source of food. However, all of this effort and commitment to this
card leads to 3 or 4 points for 2W. This is undeniably efficient. The fact that
you aren't spending much more effort on your farm (you will probably only have
2 or 3 fields) frees up actions to buy VP improvements.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
202,Manservant,"Manservant Due to the lack of relevant resources in 2-p and 3-p, it is usually very
difficult to renovate early enough to make the Manservant worth it. In 5-p and to a lesser extent 4-p, however, clay is abundant enough that
renovating to clay and then building rooms becomes a genuine option. From
there, acquiring the stone for the second renovation is not too much out of the
way. In that environment, the Manservant can be good and even game-breaking,
depending on just how early you can get him out.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
203,Mansion,"Mansion Mansion Haha, yeah right. Keep dreaming. Let's say, hypothetically, that you actually
manage to get this out with a four room stone house. If you look at the cost,
3W, 3C, 2R, and 3S are all hefty enough amounts to represent a full action to
collect, so you will have spent at least 4 moves to score those 8 points. For
all the effort involved, that's hardly impressive. You probably could have used
those moves elsewhere to score points just as efficiently, with less risk of
your massive plan falling through. The only time when this is really worth playing is
when you have a card that enables you to cheaply build rooms. If you are able
to get to 5 or even 6 rooms, playing the Mansion goes from being a wildly
inefficient powerplay to an absolute blowout. This won't happen very often, but
you'll sure remember it when it does.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
204,Manufacturer,"Manufacturer Like the Guildmaster, you're going to need to plan on getting two of the
resource majors to be worth it. Unlike the Guildmaster, it's usually pretty
easy to get them once you've played this Occ. This is sort of a pet card of
mine - if I plan on getting a resource major, I usually play him and pick up
another one later. The fact that you can grab starting player when you buy the
resource majors with him is a nice bonus to the 4-6 stone he basically gives.
You don't always have time to be mucking around with him, but when you do he
does his job nicely.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
205,Manure,"Manure Manure It's seldom a good idea to pursue both heavy crops
and heavy ranching until near the end of the game. Usually, you only have time
to pick one or the other in order to feed yourself. This makes the Manure of
dubious value; either you'll be herding animals and won't have any crops, or
you'll be concentrating on crops and won't have the infrastructure built to
hold two animals! While this eventually changes near the end of the
game, by then most of the rounds are going to be ending in harvests anyway.
Furthermore, having the crops come off usually won't even matter, since they're
going to be scored either way.",1,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
206,Market Crier,"Market Crier A powerful effect, but you pretty much save each of your opponents one action
each time you use him. Don't try to justify him with 'everyone gets an extra
grain,' because you will be giving many (if not all) of your opponents
their",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
207,Market Stall,"Market Stall Market Stall As a note, this shouldn't be thought of as a way
to get an early veggie. Even early, a single veggie isn't worth 2 actions,
which is usually what playing this card early requires. Rather, the best use is
as a way for someone who has a plentiful grain engine to save themselves a half
action getting the veggie they need in the mid to late game. Of course, either
way the card doesn't get played often.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
208,Market Woman,"Market Woman This is a reasonably nice way to catch up on your crops if you've been
neglecting them. You can also use it as a mid-game grain engine if you've been
baking and are running low. Either way, the card makes the veggie square
amazingly efficient, and is usually worth it.",4,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
209,Mason,"Mason You'll usually play this guy at the end of the game for an extra 3 points.
That's a good deal by itself, even if you don't use the extra room for another
Family Growth. Getting to a 4 room stone house can be hard sometimes, however.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
210,Master Baker,"Master Baker It's actually pretty rare for a game to have more than one baker, since there
is only one clay oven. Moreover, the extra bakes are usually going to be too
random to be very useful. The extra 4 or so food he gives over time isn't
particularly impressive, either.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
211,Master Baker’s Apprentice," Very weak. Only useful in some weird baking combos, or as an emergency measure. ",1,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,K (C)
212,Master Brewer,"Master Brewer Being able to convert 1 grain to 3 food every harvest without taking a bake
action is a very good deal. While this can't be your main source of food, a
single sowed grain field can be a nice secondary food source to tide you over
while you set yourself up for family growth and a more robust food engine. His usefulness is limited, however, by the fact that you need to be sowing
grain in the early game to use him. This isn't always the best path to go, as
the Master Brewer on his own isn't quite a good enough reason to prioritize
grain sowing over FG and early fireplace (which, barring cards, are the
superior lines of play).",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
213,Master Builder,"Master Builder If you can somehow get to 5 stone rooms, he'll be worth it as a 3 point play.
However, this is usually a pretty difficult task to accomplish, and three
points isn't enough of an incentive to actively try to get this guy out.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
214,Master Forester,"Master Forester The lower barrier to take the wood means you won't be able to get away with
letting it get to 8W - at that stage someone is probably going to grab it, and
feeding your opponents that much wood is never a good idea. On the other hand,
being able to get repeatedly get 6W basically unmolested can be a huge boon.
However, you have to consider that the action you're using taking it could be
taking wood off the board from your opponents.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,D (E-K)
215,Master Shepherd,"Master Shepherd Deceptively weak. The problem is that he tempts you into building early fences,
when that wood should really be going toward building rooms for future family
growth. If you wait until after FG to use him, then the 3 sheep over time is
not even that appealing, since the sheep square will have been piling up for
some time.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,D (E-K)
216,Mathematician," If you work at it, and your opponents don’t stop you, Mathematician can steal 1 resource from the board every round. The original version in play-testing didn’t have a round restriction, but was deemed too strong. It’s still strong, but it does take some effort. ",4,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,D (K)
217,Meat Seller,"Meat Seller A 1 food cooking hearth is a decent deal. This lets you get in on eating
accumulated animals without having to muck around collecting clay. This guy's
worth is highly conditional, but he's a fine play when the conditions are met.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
218,Mendicant,"Mendicant I still think that the only time that the mendicant gives any sort of
substantial benefit is if the action you take as an alternative allows you to
take an accrued resource, get family growth a turn earlier, or provides some
benefit not usually available. The idea behind the Mendicant, it is being proposed, is that it will
give not only one, but likely all of these things, simply by merit of the fact
that it allows one to advance play by an entire action and, thus, an entire
round. The disconnect between this proposed concept and your interpretation
thereof seems to be a disjoin between the abstract and the demonstrable. Usually, when speaking of choices in this game, it's practical, or at least
feasible, to reference what's been gained based on a choice. Building early
stables, for example, lets you breed sheep for food. Double plow and sow before
the first harvest can get an early grain engine going. And so forth. In this
situation, however, it's counterintuitive to be specific when speaking about
the Mendicant and what benefit, direct or indirect, it may or may not offer if
its 'food loan' is exercised. The Mendicant's loan does not offer sheep or
family growth, per say. Instead, abstractly, it offers pace pace . Pace is the most precious resource in Agricola. It is amorphous, undefined. Yet
it undeniably exists, and exerts its influence upon every round, upon every
action, from start of game to end. Pace largely (though not entirely!)
determines who gets their food engine going sooner, who gets their house
enlarged sooner, who gets their family grown sooner. It determines who has time
to spare to gather particular, specific resources and who does not. It
determines who has time to fiddle with Start Player due to a surplus of pace;
or, it determines who is compelled to fiddle with Start Player to accommodate
for a lack of it. In a passive-interaction, economic competition game, pace is
king. The Mendicant is unique insofar as it offers an opportunity that no other card
does. It gives the player a choice, a meta-game choice, to decide to gain gain early game pace at the expense of
(presumably) late-game pace. It offers this power just by merit of sitting in
the owner's hand; the option is exercised first, the cost (i.e., putting out
the card) is paid later. In your observation, you critique the player for choosing not to eat his grain
and vegetable, by merit of the supposition that he could simply replace them in
the next round. The counterpoint is that by exercising the Mendicant option, he
didn't have to take the time to replace the grain and vegetable. Instead, he
immediately went on to the next step in his plan, which was to use these
resources to launch his food engine. He advanced along his intended strategic
path, rather than repeating or, worse, regressing upon it. He gained pace. 
Perhaps in fact he merely gained a single action. But this single action can be
crucial, critical. Surely you have played often enough to have a fireplace
snatched from your fingertips, to have animals slaughtered in someone else's
kitchen rather than your own, to be ready to enlarge your home or grow your
family only to see yourself unable to do so for want of a single, extra action
ahead of an opponent's. Now instead think upon the games wherein your position
was well enough laid out, your pace ever so slightly ahead of the pack, that it
was you, and not them, who got that first family growth, forcing them to wait
another round to grow theirs whilst you enjoyed the fruits of your labor. The
Mendicant in your hand helps you to ensure the latter to occur more often than
the former. And the effective is cumulative, arguably. The Mendicant saves us an action,
inherently -- the action of collecting two food. Instead, that action is spent
on something more beneficial to short-term strategy, such as collecting reed or
wood for building a home extension. This in turn could lead us to growing our
family one round earlier than we would have otherwise been able to. By growing
our family one round early, we've now gained *another* action. That action,
too, sets our pace forward more rapidly, eventually letting us again expand our
home and grow our family earlier, netting us still yet another action. Pace is
self-perpetuating; it is exponential in its rewards. And the earlier the seed,
the more bountiful the harvest. And all of this pace acceleration has a strong, I would even argue devastating,
effect on the rest of the players. The extra action(s) you gained can be used
to gather pace-related resources. More resources for you means less for them;
even snatching a simple stack of 3 wood is enough to ruin another player's
plans of family growth for who knows how long. Whereas, the players who have to
scrounge around on the Day Laborer space are simply leaving those resources
around for others to take. That's an enormous swing in the early game. Indeed: it was just this sort of swing that spawned the discussion from which
this thread emerged. Someone expended their 'extra' Mendicant action to take
the sheep away from another player. That player's game was devastated. That
player (a) had to waste his last action; (b) still took a horrid amount of
begging negatives; and (c) now *still* has to scrounge around for sheep to get
his food engine going for the next harvest. His pace was shredded. The
Mendicant holder's pace was hardly affected. That's an amazing boon. That said, the Mendicant is hardly a powerhouse. You're not going to
want to play this every time - just when a very juicy opportunity presents
itself. Moreover, a smart player is going to see you take those 2 begging cards
and immediately know that you plan on Mendicant'ing your way out. Especially if
you're in 2-p, she might then try to block the occupation square in the last
round to blow you out",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,H (K-E)
219,Merchant,"Merchant Unlike the Businessman and the Traveling Salesman, this doesn't have utility in
securing you an early fireplace. Instead, it gives you the same almost
irrelevant ability playing two minor improvements, which effectively reduces
the number of times you can take SP. This time, however, you have to pay food
just to do it! The only added utility that the Merchant has is being able to buy two Major
improvements at once. This is also an almost useless ability. If you have that
many resources lying around, you should be renovating!",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
220,Midwife,"Midwife If you are in a position where you are going to get a lot of food from the
Midwife, you are not going to win.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,H (K-E)
221,Milking Hand,"Milking Hand If you can grab 2 cow early enough to eventually get 4, he's going to be worth
4 food (1 + 2 + 2 - 1) and 2 VPs. That's a pretty good deal, but not an amazing
one. This Occ can really get out of hand if you can somehow get a hold of
cattle early.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,D (E-K)
222,Milking Shed,"Milking Shed Milking Shed The cost is a bit too much for the effect. Even in
large games there are still only so many animals to go around, and the first
few sheep usually end up getting devoured by the early fireplace anyway. It's
also somewhat dependent on your opponents, who can choose to slaughter a sheep
or two to screw you. Granted, this will probably only happen in the most
hardcore of gaming circles! Still, at best the effect will be somewhat random,
making it hard.to plan with. Most of the time, it's probably a better idea to
just buy the Well or the Pottery.",1,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
223,Milking Stool,"Milking Stool Milking Stool The Milking Hand is a perfectly playable
occupation, and this is almost strictly better! If you can pick up a pair of
cattle before the end of stage 5, it'll be worth 3 food and 2 VP. That's an
amazing deal for 1W, and things just get silly if you have an occupation that
enables early cattle.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
224,Millstone,"Millstone Millstone I love this card with the clay oven. 7 food for 1G
is absurdly efficient, and you should have no problem feeding your family with
even a modest grain engine. By the end of the game, this will probably have
given you 6 or 8 food. That's pretty sick for 1S.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
225,Miner, Nice with a combo. Better in smaller games. Very weak on its own in large games. ,2,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,D (K)
226,Mini Pasture,"Mini Pasture Mini Pasture This is a fantastic way to get an early breeding
pair of sheep. The four wood that this saves you is easily worth the the two
food; in most games, 4W is a premium spot while Day Laborer is seldom even
taken! Add in the 'free' fencing action that comes with it, and this
is a very strong card, whether you're powering it out early to jack someone
else's sheep or sneaking it out late for the 2 points. As usual, the main
concern is your left-hand opponent playing it himself, but in this case being the
first to fence a pasture is usually worth it.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
227,Moldboard Plow,"Moldboard Plow Moldboard Plow In my version, the card is apparently
miss-printed, allowing the player to plow an extra field once, not twice.
Depending on what your version is, this is either a must play improvement that
surpasses the Crooked Plow, or an underwhelming but sometimes serviceable play. As printed in my version, a lot of people
underrate this plow, which might have something to do with the fact that it has
'mold' in its name (ewww!). Still, think of it this way: if you value
plowing a field at one action and 2W at a little less than one action (3W for 1
action is usually the default), this is a good trade if you have nothing better
to do with your SP/FG. The lack of any prerequisites and somewhat useful effect
sometimes make it worth the effect. If you get two extra fields, the card becomes
fantastic, and better than the crooked plow. You're probably going to be
plowing twice during the game anyway, so at a bare minimum you are paying 2W
for 4 VPs.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
228,Mooch," Pretty weak, but a nice emergency measure, and a combo with Food Critic. If we were still testing G-deck, I would suggest this come with a couple of usage counters instead of activating immediately. ",1,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,J (C)
229,Mushroom Collector,"Mushroom Collector Amazingly strong. He's basically a Cabinetmaker that gets to use his ability
every time you take wood. If you play him, you're pretty much taking wood every
time you can. In that time, he generates an absurd amount of food - usually
enough for the first two harvests. He also gives you plenty of wood, of course.
Since you have such a large incentive to take wood, you're taking it much more
often than usual, which balances out the wood you have to leave behind. Mushroom Collector can be risky in 2-p. Because he leaves behind a wood, your
opponent will usually want to take the 4W (a very strong spot for 2-p) and deny
you the food.",4,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,D (E-K)
230,Net Fisherman,"Net Fisherman In 2-p and 3-p (where reed is tight and a crucial resource), this can be used
to deny reed from your opponents. Play him, and then take the 1r every round
for 1-2 food. The resulting game can be very messy, but you will almost always
be the first to grow your family. Everything changes in 4-p, when the Reed-Stone-Food space becomes available.
With that square, it's possible to get a nice mini-food engine going, assuming
people aren't relying too much on fishing.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
231,Oldest Occupation," My least favorite occupation in the deck, its game-changing effect cannot be denied. In a late family growth game, the Oldest Occupation can pull in a lot of food while simultaneously birthing a lot of hungry mouths. This can make for an ugly game. Still, if you can manage it right, the Oldest Occupation seems pretty powerful. ",3,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,B (C)
232,Opportunist," Not very strong, but fun. Best with a small family and a proclivity for family growth. Mostly likely to get you extra clay, but you might be able to pick up some extra stone or reed during the middle of the game. ",2,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,E (C)
233,Organic Farmer,"Organic Farmer Is this hideous card subtle commentary on the futility of organic farming? This
requires you to spend lots of resources building the infrastructure for
animals, but to not actually use that infrastructure. Rather than playing him,
it's usually better to use the action to get more animals to fill your empty
pastures. Still, there are times when all you'll want (and get!) will be 2 points. In
crowded games, where animals are scarce, this can be an OK play if you meet the
requirements.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
234,Outhouse,"Outhouse Outhouse I hate this card. Just compare this to the Horse,
which is free and has a much easier prerequisite. Usually by the time you're
willing to trade wood and clay for straight-up VPs, your opponent's will have
played out two occupations anyway. This probably would have been fairly costed
at 1C.",1,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
235,Outrider,"Outrider In my opinion this is one of the coolest occupations in the deck, even if he's
nowhere near the most powerful. If you're planning on baking, you can use him
to give you nice bonuses with the grain that you were otherwise going to spend
an action on. Later, when you (hopefully) are taking Family Growth, Family
Growth Without Room and Plow and/or Sow as they come out, you'll get an
additional bonus. At the end of the game, if you've gotten 3 grain out of him, he was probably
worth the action.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,H (K-E)
236,Ox Team,"Ox Team Ox Team Just once I'd like to get this card with the
Animal Breeder. POW! 3 fields for one action. Take that, Crooked Plow! However, when you're not in magical Christmas land
where you've acquired cattle earlier than you should, the card becomes awkward.
If your plan is to acquire cattle fairly, there are two problems. First, you're
going to have to fight the other players for them (2 cattle is a premium spot
in just about any Agricola game). Second, half the time cattle are going to
come out in round 11, which will translate to only getting 2 fields, not 3.
Finally, after you acquire the cattle, there will be a very narrow window with
which you can play this; wait too long, and the potential benefit evaporates. As a result, in spite of its undeniable power,
most of the time there will be too many hoops to jump through to bank on this
card.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
237,Pastor,"Pastor Like the Maid, the Pastor is a card that you have no business playing if you
consider yourself one of the better players in your group. However, if I found
myself at a tough table, I could see myself working on my food engine in the
early rounds and then using this guy to catch up. Random note: this is a
hilarious combo with the Lover.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,H (K-E)
238,Patron,"Patron You're going to need to look at your hand before you decide to play this guy,
as he only begins to become worth it if you're playing 3 occupations after him.
If you are, then go ahead and run him out there. Otherwise, he stays behind.
Along with Perpetual Student, this is probably the best way to rush the Animal
Yard/Quarry.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
239,Paved Road,"Paved Road Paved Road Where the heck are you going to get 5 stone? Even
in 2-p, where stone is pretty easy to get, there's almost no way you're going
to renovate and be able to play this. Compare this to the Well, which costs
less stone, gives an actual benefit, and is worth the same amount of VPs.",1,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
240,Pearl Seeker," Very nice with a fishing combo, borderline without one. A great source of early stone in 2-3 player games. ",2,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,H (K)
241,Pelts,"Pelts Pelts Trading food for VPs on a 1 to 1 basis can be
reasonably powerful late game, but the 3 occupation requirement makes this
clunky. Usually it's best to let the solo players break this card.",2,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
242,Perpetual Student,"Perpetual Student This guy becomes better if you are playing with modified rules. Under the basic
rules, there are a lot of completely worthless occupations, making him worse
overall. However, the occ's utility goes up if you remove bad occs or use some
sort of drafting. I initially disliked this guy a lot because of his inherent randomness, but he
has grown on me over time. The key here is to think of him as a food-engine,
and not just a random occupation generator. Day-Laborer + any effect is pretty
strong (see: Seasonal Worker), and a random occupation is no exception. I still don't like him for the somewhat common case where you have one or two
excellent occupations and a bunch of crap. However, if you have a bunch of
mediocre occupations and this guy, he can be very strong, particularly with
occ-requiring minors like Animal Pen.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
243,Philip Eve,"Philip Eve @Hammerite Let us suppose that I manage to have the maximum of 3 offspring, and
that I play Adoptive Parents before I have played the first of these. (If this
is not the case, then Adoptive Parents decreases in usefulness.) Immediately after playing the card, I have lost 1 food and 1 action. Immediately after having my first offspring (and using Adoptive Parents for the
first time), I have lost two food and I have not lost any actions. (I lost one
action by using it to play the card, but I gained an extra action for this
round, so I have neither lost nor gained actions.) Immediately after having my second offspring (and using Adoptive Parents for
the second time), I have lost 3 food and I have gained one action (namely, the
extra action I will get this round). Immediately after having my third offspring (and using Adoptive Parents for the
third time), I have lost 4 food and I have gained 2 actions (the one I gained
on my second use of the card, and the extra action I will get this round). Hence, overall I pay 4 food for 2 actions. However, the reasoning is flawed by the fact that not all actions are
created equally. Adoptive parents gives you another action after you have already played your initial actions after you have already played your initial actions . By
that time, there will be rarely anything left that is worth taking, and you may
honestly find yourself taking Day Laborer or something not much better. Also, 2 food for 1 action is a pretty steep cost to begin with (you only pay
that much for actions in the final round). Furthermore, Agricola is an
exponential game and your early actions are worth more than your later actions,
and playing an early card that will result in only marginally above break-even
is a waste of time.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,H (K-E)
244,Pieceworker,"Pieceworker This compares unfavorably to the Grocer. The Grocer can save you an action on
veggies and grain, whereas here you still have to use an action to get what you
want (you just get more of what you want). Taking away the free actions that
the Grocer gives often makes the 1F cost too steep. This occ can have a lot of utility, however, to use to abuse the RSF spot. 1
reed 2 stone or 2 reed 1 stone are both very strong plays, and possibly an even
stronger one is to use his ability twice in the same action, paying 1 food for
2 reed, 2 stone! Combined with the option to occasionally use his ability in
other cases, it can make him worth the action.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,G (I-K)
245,Pig Breeder,"Pig Breeder 1 boar? What are you going to do with one boar? This is basically the same card
as the Cattle Breeder, except early boar are much less impressive than early
cattle.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,D (E-K)
246,Pig Catcher,"Pig Catcher This is a cute card that can get you a fairly early breeding pair of boar with
a little wood thrown in. That said, 1 boar 1W is not a good enough deal to
generally want to play him.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,D (E-K)
247,Pig Whisperer,"Pig Whisperer Shhhh! Even if you play this on turn 1, you're not going to get a breeding pair until
stage 9, when boar will have come out anyway. The fact that you have to leave
the first boar lying around in your house waiting for her future partner makes
this usually a bad deal.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,D (E-K)
248,Pilgrim," Very weak, but a lot of fun, Pilgrim is one of my favorite cards in the set. Remember that you can choose the order of your start-of-round effects",2,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,B (C)
249,Plane,"Plane Plane First off, almost no one buys a Joinery, making a
card that enhances it automatically dubious in value. Second, even if you have
the Joinery somehow, the card costs 1W! Since each wood is worth 2 food, you
won't actually be profiting from the card until you use the Joinery 3 times. If
you actually plan on using the Joinery 3 times, the question becomes: where are
you getting all this extra wood, and why are you not using it for room
extension/fencing?",1,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
250,Planter Box,"Planter Box Planter Box I like this card a lot. It's not only free, but
has a powerful effect, potentially giving upwards of 4 grain and 2 veggies if
used aggressively. A lot of people cross their eyes at the phrase
'orthogonally adjacent' and immediately assume that the card is more
trouble than it's worth, but honestly it's not too hard to get 2 or 3 fields
plowed next to your house. The main issue is timing the card properly. The two
occ requirement limits the card's use to the midgame, where getting a bunch of
grain sown is less desirable. However, even if you can't exactly rush it out
early, the extra veggies alone often make the card too good to pass up. If you
plant a grain and a veggie with it out, the card has probably scored you two
points. That's an excellent deal for a free card. If you're planning on sowing
a lot, this is usually worth it.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
251,Plow Driver,"Plow Driver This is another card that asks you to get a stone renovation unreasonably
early. He compares unfavorably to the Plow Maker, which isn't even a good card.",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
252,Plow Maker,"Plow Maker This is another trap card - he looks much stronger than he actually is. Let's assume that you play this guy with the intention of maxing fields. To get
5 fields, you're going to need 4 actions (1 to play the Occ, 3 to plow) and 3
food (1 to play the Occ, 2 to plow). This is not appreciably better than just
plowing a field 5 times, since the 3 food he costs will probably take another
action anyway.",2,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
253,Plowman,"Plowman This is by far the best 'Plow' occ. He essentially gives 3 actions for the
price of 2 (1 to play him, 1 to collect the 3 food), which is an obviously good
deal. His utility is limited a bit by the fact that you sometimes can't afford
to wait around for the fields to come out.",3,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,C (E-K)
254,Pond Watchman," Nice if you have a strong enough fishing combo to pick your spots. Otherwise, too difficult to make him pay off. ",2,https://boardgamegeek.com/thread/604332/stategic-review-new-g-deck-occupations,H (K)
255,Potato Dibber,"Potato Dibber Potato Dibber If you sow a single vegetable once, this card is
worth 1VP - that's already a decent deal for 1W. If you plan on sowing
vegetables more than once, it becomes worth 2 or more points and a great deal.
Since nearly every good endgame strategy involves sowing vegetables at least
once, this is usually worth playing. Don't get me started on how silly this
card becomes if you have an occupation that provides early vegetables. The card is interesting to compare to the
Planter's Box. On one hand the Planter's Box is clearly a stronger and cheaper
card. However, Potato Dibber can be played in the early game, and being able to
play Dibber to set up an early 2R grab can be crucial. The fact that the two
improvements are roughly equal in my book speaks volumes for how much timing
affects the value of minor improvements.",4,https://boardgamegeek.com/thread/458895/card-card-full-review-improvements-agricola-v105,I (K) - E (C)
256,Potter,"Potter In 4-p and 5-p clay becomes so plentiful that it's almost worthless. In that
situation, the Potter is at its best, but is still generally underwhelming. if !supportLineBreakNewLine endif",1,https://boardgamegeek.com/thread/436563/card-card-full-review-occupations-agricola-v111,B (E-G)
